Time,3D wind speed (m/s),Wind direction (deg),u (m/s),v (m/s),w (m/s),temp (degC),Drive tracker angle (deg),Drive torque north (kNm),Panel defl mid (mm),Drag force (kN),Lift force (kN),Drag force tracker angle (kN),Lift force tracker angle (kN)
2019-11-15 22:12:40.620087,5.3795156,308.22107,-4.1983633,3.3062854,0.6175835,13.791211,10.389799,-0.7280358,0.074957795,0.15342487,0.87011564,0.15934092,0.86905175
2019-11-15 22:12:40.640088,5.3796663,308.2212,-4.1984396,3.3063617,0.61796844,13.793192,10.385219,-0.7344804,0.09019669,0.154783,0.8778179,0.1606813,0.87675744
2019-11-15 22:12:40.660089,5.3798666,308.2208,-4.198643,3.306473,0.61773884,13.79269,10.385109,-0.73999876,0.0715261,0.15594591,0.8844132,0.16188684,0.8833451
2019-11-15 22:12:40.680089,5.3800044,308.22675,-4.198409,3.3069959,0.6177294,13.79249,10.385109,-0.72251743,0.07394709,0.15226193,0.8635203,0.15806253,0.8624775
2019-11-15 22:12:40.700090,5.37919,308.22336,-4.1979604,3.3062406,0.6177229,13.793217,10.385219,-0.72815156,0.027399885,0.15344927,0.870254,0.15929677,0.8692027
2019-11-15 22:12:40.720091,5.3795533,308.21674,-4.19864,3.3059907,0.6176103,13.793016,10.385329,-0.739034,0.07357885,0.15574262,0.8832602,0.1616792,0.88219285
2019-11-15 22:12:40.740091,5.380243,308.22092,-4.19891,3.3066995,0.6179841,13.793117,10.386212,-0.72352076,0.057948202,0.15247339,0.86471945,0.15829866,0.863672
2019-11-15 22:12:40.760092,5.3799295,308.2273,-4.19832,3.3069906,0.6177096,13.793267,10.385826,-0.7381464,0.05117884,0.15555556,0.88219935,0.16149268,0.88113195
2019-11-15 22:12:40.780093,5.380681,308.22012,-4.199305,3.3069167,0.6179531,13.791387,10.385109,-0.73177904,0.058386955,0.15421371,0.8745894,0.16008866,0.8735331
2019-11-15 22:12:40.800093,5.3801675,308.21622,-4.1991444,3.3063262,0.61773133,13.792064,10.3857155,-0.7374518,0.057987377,0.15540919,0.8813692,0.161339,0.8803031
2019-11-15 22:12:40.820094,5.379829,308.21973,-4.1986885,3.3063824,0.6175858,13.79076,10.381798,-0.7461346,0.056859147,0.15723898,0.89174646,0.1631777,0.89067894
2019-11-15 22:12:40.840095,5.3794656,308.21823,-4.198507,3.306064,0.617356,13.7903595,10.385164,-0.7560909,0.013148182,0.15933713,0.9036458,0.16540815,0.9025543
2019-11-15 22:12:40.860095,5.476763,297.92883,-4.8334866,2.5623147,-0.2586161,14.1325865,10.385771,-0.7652753,0.05117884,0.16127264,0.91462266,0.16742708,0.91351604
2019-11-15 22:12:40.880096,5.4767504,297.9264,-4.8335867,2.5621023,-0.25858158,14.134667,10.384336,-0.77341783,0.02739205,0.16298859,0.9243542,0.16918539,0.92324007
2019-11-15 22:12:40.900097,5.476813,297.92667,-4.8336306,2.5621579,-0.25853497,14.134592,10.38119,-0.7870402,0.011941606,0.16585933,0.940635,0.17211367,0.93951076
2019-11-15 22:12:40.920097,5.476763,297.9226,-4.8337655,2.5617895,-0.2586004,14.133464,10.3869295,-0.79552996,0.069316655,0.16764846,0.9507816,0.17406538,0.9496279
2019-11-15 22:12:40.940098,5.4769382,297.92935,-4.8336163,2.5624397,-0.2586713,14.1339655,10.383287,-0.7945652,0.057807174,0.16744514,0.9496286,0.17379402,0.9484873
2019-11-15 22:12:40.960099,5.4766626,297.93396,-4.833172,2.5626998,-0.25856176,14.132236,10.383122,-0.7934847,0.009246397,0.16721745,0.9483372,0.17355493,0.94719785
