Time,3D wind speed (m/s),Wind direction (deg),u (m/s),v (m/s),w (m/s),temp (degC),Drive tracker angle (deg),Drive torque north (kNm),Panel defl mid (mm),Drag force (kN),Lift force (kN),Drag force tracker angle (kN),Lift force tracker angle (kN)
2019-11-15 22:15:23.585520,7.859239,269.41153,-7.792944,-0.080040894,-1.0155106,14.719496,10.3855505,-1.4718223,0.05823026,0.310169,1.7590557,0.3219988,1.7569288
2019-11-15 22:15:23.605520,7.8592515,269.39966,-7.7929416,-0.081657484,-1.0154935,14.720473,10.384281,-1.5084443,-0.0043001636,0.31788665,1.8028249,0.32997087,1.8006523
2019-11-15 22:15:23.625521,7.8583746,269.3995,-7.7920723,-0.08167067,-1.0153801,14.721576,10.384998,-1.5249995,-0.033367682,0.3213755,1.8226107,0.33361512,1.8204103
2019-11-15 22:15:23.645521,7.858688,269.39478,-7.79236,-0.08231658,-1.0155432,14.720549,10.386599,-1.5430211,-0.0056477683,0.3251733,1.8441494,0.33760905,1.8419135
2019-11-15 22:15:23.665522,7.8591638,269.40222,-7.792857,-0.08130727,-1.0154933,14.720448,10.3855505,-1.5444876,0.010233596,0.32548234,1.8459021,0.3378962,1.8436701
2019-11-15 22:15:23.685523,7.8583746,269.3945,-7.792028,-0.08235023,-1.0156589,14.718994,10.387647,-1.5322158,0.10606239,0.32289624,1.8312354,0.33527833,1.829009
2019-11-15 22:15:23.705523,7.859051,269.40518,-7.7927294,-0.08090458,-1.0156311,14.719996,10.384832,-1.5050098,0.028167706,0.31716287,1.79872,0.3292369,1.7965492
2019-11-15 22:15:23.725524,7.5043755,265.3153,-7.406319,-0.60691786,-1.0458175,14.670233,10.385771,-1.4713593,0.021484528,0.31007144,1.7585024,0.32190424,1.756375
2019-11-15 22:15:23.745525,7.5052776,265.31693,-7.407207,-0.60678077,-1.0460849,14.671487,10.382846,-1.4439216,0.1070966,0.30428928,1.7257102,0.31581345,1.7236384
2019-11-15 22:15:23.765526,7.504438,265.32205,-7.4064803,-0.6060528,-1.0456277,14.669983,10.388365,-1.3976907,0.168726,0.29454663,1.670457,0.30586258,1.6684222
2019-11-15 22:15:23.785526,7.505215,265.31464,-7.4071455,-0.6070744,-1.0459025,14.672364,10.38991,-1.3484882,0.16834208,0.2841778,1.6116525,0.29513878,1.6096812
2019-11-15 22:15:23.805527,7.5045633,265.31287,-7.4064507,-0.60724854,-1.046042,14.670283,10.383618,-1.2968546,0.18397273,0.27329665,1.5499423,0.28366792,1.5480777
2019-11-15 22:15:23.825527,7.504037,265.3122,-7.4059677,-0.60729426,-1.0456604,14.669807,10.38726,-1.2538651,0.16860847,0.26423714,1.4985632,0.27435976,1.4967431
2019-11-15 22:15:23.845528,7.505152,265.31708,-7.4071274,-0.60675293,-1.0457662,14.669832,10.386212,-1.2306725,0.15448996,0.25934955,1.4708444,0.26925808,1.4690628
2019-11-15 22:15:23.865529,7.5045004,265.31097,-7.4063964,-0.60748947,-1.0458384,14.669632,10.383453,-1.2231088,0.15518728,0.2577556,1.4618046,0.2675329,1.4600469
2019-11-15 22:15:23.885530,7.504087,265.31302,-7.405981,-0.6071887,-1.0459899,14.670008,10.38853,-1.2141173,0.13661854,0.25586075,1.4510583,0.26569462,1.4492899
2019-11-15 22:15:23.905530,7.5041623,265.31354,-7.4060826,-0.6071295,-1.0458409,14.671587,10.387426,-1.2375416,0.1359369,0.26079714,1.479054,0.27079225,1.4772567
2019-11-15 22:15:23.925531,7.504225,265.3064,-7.406065,-0.608056,-1.0458744,14.67071,10.385109,-1.280338,0.2306453,0.26981598,1.5302024,0.28009495,1.5283544
2019-11-15 22:15:23.945532,7.5041246,265.3099,-7.406009,-0.60759634,-1.0458214,14.669857,10.38566,-1.2880946,0.16930579,0.27145058,1.5394728,0.28180662,1.5376109
2019-11-15 22:15:23.965532,7.2232113,261.08627,-7.1108065,-1.1152676,-0.60613215,14.549498,10.381577,-1.3121363,0.19844382,0.2765171,1.5682063,0.28695476,1.5663301
2019-11-15 22:15:23.985533,7.2235246,261.09073,-7.1111693,-1.1147583,-0.6065429,14.548494,10.387923,-1.3173074,0.15676993,0.27760682,1.5743865,0.2882598,1.5724709
2019-11-15 22:15:24.005533,7.2232614,261.09222,-7.1109343,-1.1145303,-0.60658246,14.547792,10.384005,-1.3404229,0.15286814,0.28247815,1.6020131,0.29320863,1.600084
2019-11-15 22:15:24.025534,7.2236123,261.086,-7.111159,-1.1153576,-0.6066051,14.548168,10.384667,-1.3646189,0.3242333,0.28757715,1.630931,0.2985202,1.6289637
2019-11-15 22:15:24.045535,7.2229605,261.091,-7.1106153,-1.1146368,-0.6065401,14.547492,10.384501,-1.3939474,0.4179545,0.2937578,1.6659832,0.30493122,1.6639743
2019-11-15 22:15:24.065536,7.2232113,261.09274,-7.1109033,-1.1144594,-0.60647875,14.548996,10.38257,-1.4255913,0.38001788,0.3004264,1.7038027,0.3117961,1.7017587
2019-11-15 22:15:24.085536,7.223399,261.1022,-7.111261,-1.1133136,-0.60662156,14.551302,10.388474,-1.4462371,0.35660717,0.3047772,1.7284776,0.3164895,1.7263714
2019-11-15 22:15:24.105537,7.2235994,261.0891,-7.111212,-1.1149698,-0.60654914,14.549121,10.3857155,-1.461866,0.34094518,0.30807084,1.7471565,0.31982562,1.745043
2019-11-15 22:15:24.125538,7.223938,261.09964,-7.1117406,-1.113715,-0.60668737,14.551328,10.387647,-1.4875284,0.40012226,0.3134789,1.777827,0.3254999,1.7756656
2019-11-15 22:15:24.145538,7.2231483,261.0949,-7.1108885,-1.1141827,-0.60641515,14.549247,10.39002,-1.4928925,0.47027603,0.3146093,1.784238,0.32674748,1.782055
2019-11-15 22:15:24.165539,7.2232237,261.09262,-7.110914,-1.1144786,-0.60646266,14.549572,10.384832,-1.5077112,0.46407863,0.31773216,1.8019485,0.32982787,1.7997738
2019-11-15 22:15:24.185539,7.222848,261.09424,-7.1105466,-1.114216,-0.60677433,14.548845,10.385054,-1.5099108,0.43136004,0.3181957,1.8045775,0.330316,1.8023984
2019-11-15 22:15:24.205540,7.2228727,261.09464,-7.110586,-1.1141701,-0.60669404,14.548394,10.384832,-1.5063219,0.55750996,0.3174394,1.8002881,0.32952395,1.7981155
2019-11-15 22:15:24.225541,8.322278,263.73148,-8.270927,-0.90852064,-0.16329846,14.377919,10.386985,-1.5030417,0.6368071,0.3167481,1.7963678,0.32887375,1.7941877
2019-11-15 22:15:24.245542,8.322641,263.73297,-8.271312,-0.90834343,-0.1632778,14.378095,10.38704,-1.5113772,0.60427654,0.31850472,1.8063301,0.33069932,1.8041373
2019-11-15 22:15:24.265542,8.322215,263.7327,-8.270887,-0.90833664,-0.16316232,14.377719,10.3817425,-1.5236102,0.4811039,0.3210827,1.8209504,0.33320788,1.8187708
2019-11-15 22:15:24.285543,8.323105,263.7347,-8.271804,-0.9081459,-0.16308454,14.378446,10.387868,-1.537387,0.54319555,0.323986,1.8374157,0.33641696,1.8351805
2019-11-15 22:15:24.305543,8.323356,263.7331,-8.272021,-0.9084053,-0.16346641,14.378596,10.387095,-1.5445647,0.6663603,0.3254986,1.8459944,0.33796278,1.8437531
2019-11-15 22:15:24.325544,8.321989,263.73514,-8.270696,-0.9079604,-0.16336022,14.377318,10.38406,-1.528241,0.7358403,0.3220586,1.8264849,0.33429435,1.8242853
2019-11-15 22:15:24.345545,8.322766,263.72528,-8.271321,-0.90947014,-0.16291521,14.377894,10.388199,-1.5168184,0.7284912,0.3196514,1.8128332,0.33192655,1.8106258
2019-11-15 22:15:24.365546,8.323443,263.73026,-8.272067,-0.9088255,-0.1632618,14.377644,10.38566,-1.4873741,0.59065163,0.31344637,1.7776426,0.32540458,1.7754925
2019-11-15 22:15:24.385546,8.323293,263.72824,-8.271882,-0.9090966,-0.16343343,14.376791,10.384446,-1.4595506,0.6067053,0.30758289,1.7443893,0.31928048,1.7422863
2019-11-15 22:15:24.405547,8.322942,263.72852,-8.271543,-0.90901935,-0.16317657,14.37797,10.388199,-1.4472404,0.62313515,0.30498865,1.7296766,0.3167007,1.7275704
2019-11-15 22:15:24.425548,8.32328,263.7281,-8.271869,-0.90911907,-0.16335383,14.377368,10.388199,-1.4478579,0.66643083,0.30511877,1.7304145,0.31683582,1.7283076
2019-11-15 22:15:24.445548,8.322315,263.7219,-8.270812,-0.909909,-0.16326347,14.37644,10.387316,-1.4737518,0.66616446,0.3105756,1.7613618,0.32247514,1.7592221
2019-11-15 22:15:24.465549,8.29368,278.29977,-8.14912,1.1887951,-0.9817047,14.363454,10.384667,-1.477225,0.6203381,0.31130755,1.7655127,0.3231536,1.763383
2019-11-15 22:15:24.485549,8.285397,283.15976,-7.9701996,1.863488,-1.2849631,14.304716,10.386488,-1.4886862,0.60188687,0.31372285,1.7792108,0.32571727,1.7770542
2019-11-15 22:15:24.505550,8.286788,283.15393,-7.9717917,1.8630064,-1.2847534,14.304791,10.387205,-1.4929698,0.59858835,0.3146256,1.7843302,0.32667682,1.7821634
2019-11-15 22:15:24.525551,8.286274,283.15842,-7.971171,1.8635186,-1.2845527,14.304114,10.387095,-1.4991827,0.54278815,0.3159349,1.7917557,0.32803285,1.7895805
2019-11-15 22:15:24.545552,8.286487,283.15515,-7.971486,1.8631113,-1.2845584,14.303713,10.389137,-1.5221825,0.5254808,0.32078183,1.819244,0.3331301,1.8170234
2019-11-15 22:15:24.565552,8.287151,283.15692,-7.972061,1.8635061,-1.2847044,14.303739,10.387371,-1.5321773,0.4475548,0.32288814,1.8311894,0.33526117,1.8289646
2019-11-15 22:15:24.585553,8.287477,283.15393,-7.9724545,1.8631613,-1.2848563,14.303537,10.385054,-1.5363836,0.52923375,0.32377452,1.8362166,0.33610734,1.8339993
2019-11-15 22:15:24.605554,8.286211,283.16165,-7.9709682,1.8639443,-1.284785,14.304365,10.389302,-1.5352259,0.52479136,0.32353052,1.8348329,0.33598998,1.8325922
2019-11-15 22:15:24.625554,8.286424,283.14975,-7.9715805,1.8623435,-1.2846775,14.302886,10.38384,-1.5081357,0.4487849,0.31782162,1.8024559,0.32988954,1.8002864
2019-11-15 22:15:24.645555,8.286199,283.15747,-7.971096,1.8633608,-1.2847598,14.303211,10.388088,-1.4766461,0.3711331,0.31118554,1.7648209,0.3231322,1.7626727
2019-11-15 22:15:24.665555,8.286562,283.1522,-7.9716053,1.8627061,-1.2848864,14.3044405,10.386985,-1.4563477,0.32297188,0.30690792,1.7405612,0.31865686,1.7384487
2019-11-15 22:15:24.685556,8.285935,283.15057,-7.9710493,1.8623397,-1.2848321,14.304114,10.387426,-1.4242021,0.30919027,0.30013362,1.7021422,0.3116363,1.700074
2019-11-15 22:15:24.705557,8.286286,283.1553,-7.9712143,1.8630718,-1.2850076,14.3042145,10.38544,-1.4067208,0.40264508,0.29644963,1.6812494,0.30775294,1.6792171
2019-11-15 22:15:24.725558,7.675347,281.57227,-7.2695227,1.4885504,-1.9619404,14.523424,10.384667,-1.3736875,0.54287434,0.2894883,1.6417695,0.30050403,1.639789
2019-11-15 22:15:24.745558,7.67566,281.57578,-7.2697215,1.4890571,-1.9620415,14.524803,10.387647,-1.3294246,0.5258647,0.2801604,1.5888684,0.29090372,1.5869368
2019-11-15 22:15:24.765559,7.6757984,281.57297,-7.2699766,1.4887372,-1.9618825,14.5248785,10.380198,-1.2749354,0.5093644,0.26867744,1.5237454,0.27878255,1.521929
2019-11-15 22:15:24.785559,7.6763244,281.5751,-7.270377,1.489101,-1.9621795,14.523826,10.386543,-1.2148505,0.52654636,0.25601527,1.4519347,0.26580477,1.4501745
2019-11-15 22:15:24.805560,7.67655,281.58038,-7.2704577,1.4898145,-1.9622229,14.523926,10.386323,-1.162831,0.528889,0.24505275,1.3897631,0.25441775,1.3880793
2019-11-15 22:15:24.825561,7.675322,281.5716,-7.269484,1.4884557,-1.9620578,14.525054,10.384998,-1.1305696,0.606721,0.23825407,1.351206,0.24732801,1.3495744
2019-11-15 22:15:24.845562,7.6760364,281.57565,-7.270135,1.4891237,-1.9619325,14.525782,10.383674,-1.1092293,0.62219495,0.23375687,1.325701,0.24262893,1.3241059
2019-11-15 22:15:24.865562,7.6751466,281.5746,-7.269253,1.4888021,-1.961967,14.524327,10.386378,-1.1089206,0.6046134,0.2336918,1.325332,0.2426239,1.3237259
2019-11-15 22:15:24.885563,7.6758356,281.57254,-7.2700047,1.4886851,-1.9619626,14.525405,10.386488,-1.125167,0.61854386,0.23711555,1.344749,0.24618106,1.343119
2019-11-15 22:15:24.905564,7.6764374,281.57187,-7.270628,1.4887261,-1.9619784,14.5237255,10.384115,-1.1707805,0.5728585,0.24672803,1.3992642,0.2561032,1.3975787
2019-11-15 22:15:24.925564,7.675573,281.57336,-7.2696605,1.4887266,-1.9621786,14.524152,10.383563,-1.22554,0.57202804,0.25826797,1.4647104,0.2680675,1.4629486
2019-11-15 22:15:24.945565,7.675673,281.57175,-7.269833,1.4885453,-1.9620697,14.52543,10.386268,-1.3110172,0.61997765,0.27628124,1.5668687,0.28683814,1.5649706
2019-11-15 22:15:24.965565,7.7120905,281.65875,-7.3012567,1.5065366,-1.9744219,14.524778,10.382349,-1.4140142,0.6984521,0.29798663,1.6899662,0.30925748,1.68794
2019-11-15 22:15:24.985566,7.198561,280.38187,-6.8547025,1.2558303,-1.8042256,14.354304,10.387482,-1.5187093,0.7476397,0.32004988,1.815093,0.33231762,1.8128871
2019-11-15 22:15:25.005567,7.199438,280.39255,-6.8552527,1.2572522,-1.8046414,14.3526745,10.384446,-1.597086,0.7147723,0.3365668,1.9087652,0.3493667,1.9064641
2019-11-15 22:15:25.025568,7.1993756,280.3804,-6.855429,1.2557843,-1.8047453,14.352022,10.386212,-1.6785111,0.76443774,0.35372624,2.0060809,0.36724037,2.0036511
2019-11-15 22:15:25.045568,7.199401,280.39038,-6.855266,1.2569877,-1.8046286,14.351872,10.386157,-1.7410271,0.7765192,0.36690074,2.0807972,0.38091624,2.0782773
2019-11-15 22:15:25.065569,7.199551,280.38486,-6.8555255,1.2563528,-1.8046831,14.354178,10.387813,-1.7932011,0.7765662,0.37789577,2.1431532,0.39239314,2.1405466
2019-11-15 22:15:25.085570,7.199802,280.39578,-6.8556156,1.2577174,-1.8043936,14.353852,10.384612,-1.8226067,0.8239831,0.38409263,2.1782975,0.39870626,2.1756701
2019-11-15 22:15:25.105570,7.1990247,280.3951,-6.854843,1.2574946,-1.8043816,14.354078,10.385109,-1.8217578,0.7891021,0.38391373,2.177283,0.39853936,2.1746535
2019-11-15 22:15:25.125571,7.1993756,280.38876,-6.855226,1.256781,-1.8048216,14.35295,10.3857155,-1.8033502,0.8069186,0.38003454,2.155283,0.3945352,2.152676
2019-11-15 22:15:25.145571,7.1993756,280.38025,-6.855472,1.255772,-1.804589,14.355658,10.385219,-1.7735201,0.82115465,0.3737482,2.1196315,0.38799065,2.1170707
2019-11-15 22:15:25.165572,7.1995387,280.39362,-6.855343,1.2574004,-1.8045967,14.35285,10.385881,-1.7155962,0.8901724,0.36154145,2.0504034,0.37534237,2.047922
2019-11-15 22:15:25.185573,7.1989245,280.37823,-6.8550076,1.2554368,-1.8047884,14.352198,10.384667,-1.6449763,0.8816323,0.34665912,1.9660016,0.3598504,1.9636301
2019-11-15 22:15:25.205574,7.1990123,280.38498,-6.855,1.2562699,-1.8045877,14.352799,10.386212,-1.5898695,0.85284686,0.33504605,1.9001405,0.34784657,1.897839
2019-11-15 22:15:25.225574,6.6370096,273.38254,-6.610809,0.3907315,-0.44094127,14.230685,10.385329,-1.541902,0.8250878,0.32493746,1.8428118,0.3373234,1.8405849
2019-11-15 22:15:25.245575,6.6380625,273.39954,-6.6116667,0.39275008,-0.44214186,14.232014,10.385329,-1.4925066,0.760724,0.314528,1.7837768,0.32651713,1.7816212
2019-11-15 22:15:25.265575,6.638188,273.40076,-6.611774,0.39289883,-0.442286,14.231387,10.386046,-1.4587789,0.7745918,0.30742025,1.7434669,0.31916025,1.741356
2019-11-15 22:15:25.285576,6.636333,273.40387,-6.609904,0.39314827,-0.44217825,14.231763,10.384281,-1.4122006,0.7896348,0.29760444,1.6877985,0.30891767,1.6857646
2019-11-15 22:15:25.305577,6.6379995,273.39413,-6.6116304,0.39212462,-0.4422893,14.231612,10.385937,-1.3855348,0.79230654,0.29198495,1.6559289,0.30313233,1.6539246
2019-11-15 22:15:25.325577,6.637649,273.4017,-6.6112385,0.39297774,-0.44213015,14.232615,10.382129,-1.3354833,0.7448035,0.2814372,1.5961095,0.29207593,1.5941972
2019-11-15 22:15:25.345578,6.637674,273.3943,-6.611313,0.39212164,-0.4421539,14.232239,10.386157,-1.3125993,0.7599248,0.27661464,1.5687597,0.2871813,1.5668597
2019-11-15 22:15:25.365579,6.637699,273.3944,-6.6113453,0.3921394,-0.4420261,14.232716,10.387813,-1.3080071,0.7898072,0.2756469,1.5632713,0.28622168,1.5613697
2019-11-15 22:15:25.385580,6.6379123,273.39737,-6.6115165,0.39249122,-0.44235927,14.232189,10.387426,-1.3482952,0.82416326,0.28413716,1.6114218,0.29502678,1.6094637
2019-11-15 22:15:25.405580,6.6376863,273.4001,-6.6112833,0.39279374,-0.44218,14.23254,10.384612,-1.3920178,0.73135096,0.29335117,1.663677,0.30451232,1.6616704
2019-11-15 22:15:25.425581,6.6382504,273.39508,-6.611883,0.3922472,-0.4421607,14.231487,10.386102,-1.4690824,0.6690007,0.3095916,1.755781,0.32141623,1.753655
2019-11-15 22:15:25.445581,6.637536,273.40103,-6.6111293,0.39289215,-0.44214156,14.2320385,10.384336,-1.5638598,0.68398887,0.3295648,1.8690549,0.34209478,1.8668021
2019-11-15 22:15:25.465582,6.9226227,276.01288,-6.884026,0.7251061,0.08433004,14.145848,10.38726,-1.6717578,0.77684045,0.35230303,1.9980098,0.3657994,1.9955829
2019-11-15 22:15:25.485583,7.5042877,281.97476,-7.175427,1.5218819,1.5847597,14.110225,10.386323,-1.7614413,0.72780955,0.37120277,2.1051953,0.38538873,2.1026447
2019-11-15 22:15:25.505584,7.504626,281.96246,-7.1761208,1.5204166,1.5846231,14.107266,10.386488,-1.8365763,0.69659525,0.38703656,2.1949935,0.40183392,2.1923327
2019-11-15 22:15:25.525584,7.504413,281.97098,-7.1756697,1.5214365,1.5846821,14.108319,10.385329,-1.8848913,0.6339238,0.39721838,2.2527373,0.4123595,2.250015
2019-11-15 22:15:25.545585,7.5045257,281.96207,-7.176001,1.5203413,1.5847636,14.109874,10.383012,-1.9361775,0.6426597,0.40802634,2.3140323,0.42348602,2.311253
2019-11-15 22:15:25.565586,7.504864,281.96515,-7.176265,1.5208011,1.5847312,14.108795,10.386323,-1.9641168,0.65174824,0.41391423,2.347424,0.4297324,2.3445797
2019-11-15 22:15:25.585586,7.5046134,281.96207,-7.1761227,1.520367,1.5846012,14.109221,10.466835,-1.9752693,0.66690093,0.41626447,2.360753,0.4354854,2.357283
2019-11-15 22:15:25.605587,7.5047264,281.9677,-7.1760497,1.5210916,1.5847753,14.1103,10.464241,-1.9563987,0.55657756,0.4122877,2.3381999,0.43121928,2.3347826
2019-11-15 22:15:25.625587,7.504413,281.96353,-7.175874,1.5205073,1.5846474,14.110476,10.465069,-1.9238287,0.49067032,0.40542397,2.2992735,0.42407355,2.295907
2019-11-15 22:15:25.645588,7.5043254,281.97705,-7.175433,1.5221801,1.5846213,14.1094475,10.461979,-1.8583412,0.43801188,0.3916233,2.2210057,0.40951842,2.217776
2019-11-15 22:15:25.665589,7.5049143,281.97205,-7.1760798,1.521663,1.5849806,14.109472,10.467277,-1.803659,0.46502665,0.38009962,2.155652,0.39766726,2.1524806
2019-11-15 22:15:25.685590,7.5042124,281.9622,-7.175689,1.5202893,1.5847439,14.109046,10.383895,-1.7351614,0.41974086,0.36566457,2.073787,0.37955114,2.0712903
2019-11-15 22:15:25.705590,7.503949,281.96814,-7.1752796,1.520982,1.5846844,14.109823,10.386102,-1.6433169,0.43409443,0.34630945,1.9640183,0.35953647,1.9616401
2019-11-15 22:15:25.725591,8.385363,272.98492,-8.367442,0.43631223,0.33144933,14.255479,10.388144,-1.551125,0.4492158,0.32688114,1.853835,0.3394321,1.8515779
2019-11-15 22:15:25.745591,8.3841095,273.00073,-8.365958,0.43854693,0.33422026,14.256081,10.384888,-1.4525658,0.44764882,0.30611095,1.7360413,0.3177659,1.7339458
2019-11-15 22:15:25.765592,8.383985,273.00314,-8.365812,0.43889526,0.33427688,14.257209,10.384557,-1.3432399,0.41738257,0.28307182,1.6053799,0.2938403,1.603444
2019-11-15 22:15:25.785593,8.38436,273.00424,-8.366171,0.43907407,0.33452508,14.255454,10.385385,-1.2801837,0.35750818,0.26978344,1.530018,0.28006852,1.5281688
2019-11-15 22:15:25.805593,8.384009,273.00464,-8.365834,0.43911242,0.33408868,14.2551775,10.389579,-1.2470733,0.33759183,0.26280582,1.4904459,0.27293387,1.4886246
2019-11-15 22:15:25.825594,8.383433,272.9953,-8.365323,0.43771765,0.3342505,14.253824,10.385274,-1.249929,0.38651302,0.26340762,1.4938589,0.27344674,1.4920539
2019-11-15 22:15:25.845595,8.384273,273.00775,-8.36607,0.4395808,0.33416957,14.255529,10.383232,-1.2684137,0.40319353,0.26730308,1.5159509,0.2774367,1.5141293
2019-11-15 22:15:25.865596,8.38421,273.00732,-8.3660145,0.4395179,0.33406588,14.255303,10.386765,-1.3065407,0.41893387,0.27533787,1.5615187,0.28587228,1.5596246
2019-11-15 22:15:25.885596,8.384548,273.00504,-8.366368,0.43920046,0.33410138,14.256156,10.384005,-1.3441275,0.4507593,0.28325886,1.6064408,0.294019,1.6045063
2019-11-15 22:15:25.905597,8.384197,273.0037,-8.366026,0.43898645,0.33418417,14.255654,10.384612,-1.3907058,0.4329897,0.29307467,1.6621091,0.3042253,1.6601044
2019-11-15 22:15:25.925597,8.384009,273.0052,-8.365831,0.43919227,0.33406234,14.25603,10.383398,-1.4237776,0.40009874,0.30004415,1.7016349,0.31142393,1.6995891
2019-11-15 22:15:25.945598,8.383471,272.99802,-8.365341,0.43811858,0.33420804,14.255253,10.386378,-1.46696,0.4328565,0.30914435,1.7532446,0.32096034,1.7511201
2019-11-15 22:15:25.965599,8.388358,273.03043,-8.3702,0.44311976,0.32853892,14.256156,10.386323,-1.5103352,0.41637185,0.31828514,1.8050847,0.3304488,1.8028976
2019-11-15 22:15:25.985600,9.079012,276.95267,-8.99816,1.0972906,-0.5074722,14.133264,10.385495,-1.5529388,0.42323524,0.32726336,1.8560026,0.33974332,1.8537587
2019-11-15 22:15:26.005600,9.078887,276.96008,-8.997885,1.0984371,-0.5076295,14.132937,10.384667,-1.6065404,0.43232372,0.33855927,1.9200648,0.3514423,1.9177486
2019-11-15 22:15:26.025601,9.079338,276.9578,-8.998362,1.0981339,-0.5079011,14.133439,10.388806,-1.6238675,0.4489886,0.34221074,1.9407734,0.35537273,1.9384066
2019-11-15 22:15:26.045602,9.079226,276.9632,-8.998163,1.0989674,-0.5076095,14.133815,10.386046,-1.6334379,0.41812688,0.34422755,1.9522114,0.3573732,1.9498479
2019-11-15 22:15:26.065602,9.078373,276.96036,-8.997374,1.0984182,-0.5075316,14.13216,10.390407,-1.6150303,0.35685003,0.3403484,1.9302115,0.35349262,1.9278477
2019-11-15 22:15:26.085603,9.0795765,276.9609,-8.998558,1.09865,-0.5075686,14.132737,10.382736,-1.5895609,0.30825794,0.334981,1.8997716,0.34766394,1.8974916
2019-11-15 22:15:26.105603,9.0789995,276.94968,-8.998218,1.0968187,-0.5072511,14.134016,10.384723,-1.5435613,0.3088377,0.32528713,1.844795,0.33766693,1.8425694
2019-11-15 22:15:26.125604,9.07905,276.96024,-8.998037,1.0984819,-0.5077467,14.135645,10.385881,-1.4869882,0.23241599,0.31336504,1.7771814,0.32532695,1.7750306
2019-11-15 22:15:26.145605,9.078473,276.964,-8.997417,1.0990027,-0.5072865,14.133765,10.386654,-1.4052542,0.18564941,0.29614058,1.6794968,0.30746767,1.6774601
2019-11-15 22:15:26.165606,9.079451,276.95334,-8.9985695,1.0974451,-0.5077129,14.134843,10.384226,-1.2871299,0.10075032,0.2712473,1.5383198,0.28155708,1.5364662
2019-11-15 22:15:26.185606,9.078624,276.9555,-8.997709,1.0976884,-0.507658,14.134969,10.385109,-1.1920823,0.029311603,0.25121713,1.4247231,0.26078755,1.4230025
2019-11-15 22:15:26.205607,9.079426,276.95575,-8.998484,1.0978221,-0.50799245,14.133665,10.386378,-1.103132,0.0571177,0.23247193,1.3184139,0.2413574,1.3168162
2019-11-15 22:15:26.225608,9.285474,280.2423,-9.078669,1.640432,-1.0520355,14.402061,10.383618,-1.043356,0.027979668,0.21987483,1.2469721,0.22821881,1.2454721
2019-11-15 22:15:26.245608,9.287191,280.2534,-9.07983,1.6424571,-1.054012,14.402789,10.385605,-0.9581103,0.010860388,0.20191032,1.1450903,0.20961224,1.1437055
2019-11-15 22:15:26.265609,9.286602,280.2465,-9.079446,1.6412565,-1.0539979,14.401059,10.385385,-0.9253472,-0.003477498,0.1950059,1.1059333,0.2024402,1.1045967
2019-11-15 22:15:26.285609,9.287492,280.24866,-9.080254,1.6417557,-1.0541033,14.401937,10.389082,-0.90331227,0.011244299,0.1903623,1.0795982,0.19768915,1.0782807
2019-11-15 22:15:26.305610,9.287279,280.2473,-9.080102,1.641509,-1.0539252,14.402312,10.383287,-0.8908476,0.1058195,0.18773551,1.064701,0.19485371,1.0634214
2019-11-15 22:15:26.325611,9.287517,280.25284,-9.080187,1.6424277,-1.0538465,14.4025135,10.387592,-0.90794307,0.19730775,0.19133818,1.0851327,0.19867441,1.0838135
2019-11-15 22:15:26.345612,9.287555,280.2531,-9.080207,1.642476,-1.0539387,14.402037,10.388144,-0.9302096,0.16911775,0.19603059,1.1117446,0.2035574,1.1103911
2019-11-15 22:15:26.365612,9.287479,280.2507,-9.080218,1.6420846,-1.0537894,14.402538,10.385605,-0.97142386,0.16820106,0.204716,1.1610022,0.21252494,1.1595981
2019-11-15 22:15:26.385613,9.286978,280.25867,-9.079505,1.6432612,-1.0536709,14.402663,10.388088,-1.0273796,0.29327756,0.21650802,1.227878,0.22481991,1.2263832
2019-11-15 22:15:26.405613,9.287467,280.25232,-9.080139,1.6423341,-1.0539684,14.402137,10.386157,-1.0923268,0.3214911,0.23019484,1.3054998,0.23898824,1.3039187
2019-11-15 22:15:26.425614,9.28684,280.2569,-9.079393,1.6429502,-1.0539149,14.401635,10.384943,-1.1646061,0.31624952,0.24542685,1.3918848,0.25477263,1.3902045
2019-11-15 22:15:26.445615,9.286753,280.253,-9.0793915,1.6423106,-1.0541514,14.402037,10.386819,-1.236075,0.29543218,0.2604881,1.4773012,0.27045572,1.475509
2019-11-15 22:15:26.465616,9.286402,280.25204,-9.079132,1.6421072,-1.05361,14.40136,10.382018,-1.279296,0.18576694,0.2695964,1.5289571,0.27978462,1.5271257
2019-11-15 22:15:26.485616,8.639183,282.7635,-8.406122,1.9041924,-0.58875567,14.353501,10.39002,-1.298514,0.24644831,0.27364635,1.5519255,0.28420413,1.5500269
2019-11-15 22:15:26.505617,8.640035,282.76605,-8.406855,1.9047545,-0.5889781,14.355106,10.384557,-1.2694169,0.3088847,0.2675145,1.51715,0.27769116,1.5153203
2019-11-15 22:15:26.525618,8.639596,282.76538,-8.4064665,1.9045612,-0.58872217,14.353452,10.386599,-1.2673331,0.16707283,0.26707536,1.5146596,0.27728924,1.512823
2019-11-15 22:15:26.545618,8.638932,282.75162,-8.406266,1.9023919,-0.5888413,14.352599,10.385937,-1.2422881,-0.0035950216,0.26179743,1.4847268,0.27179232,1.4829298
2019-11-15 22:15:26.565619,8.63902,282.7562,-8.4061985,1.9030845,-0.58887607,14.352448,10.384115,-1.2424039,0.05775233,0.2618218,1.4848653,0.27177048,1.4830766
